_dbt_source_relation,appuiscommunssupp__src_name,appuiscommunssupp__src_id,appuiscommunssupp__Id,geometry,osmpowersupports__utility,osmpowersupports__nature,appuiscommunssupp__TypePhysique,appuiscommunssupp__Nature,appuiscommunssupp__Gestionnaire,appuiscommunssupp__Materiau,appuiscommunssupp__HauteurAppui,appuiscommunssupp__CodeExterne,osmpowersupports__line_attachment,osmpowersupports__line_management,osmpowersupports__transition,appuiscommunssupp__commune_insee_id,fdrcommune__insee_id,appuiscommunssupp__fdrcommune__insee_id,appuiscommunssupp__commune_nom,appuiscommunssupp__fdrcommune__nom
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746791317,15219f35-ab88-523e-908c-b0418deb3f40,POINT (0.3512 47.4484818000651),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746731117,feb41ef4-f610-55e6-b157-6da0c0e0084d,POINT (0.3515065 47.4499596000648),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746413217,ba0dc2d4-220c-568c-a90c-8febac29f3cd,POINT (0.351126 47.4502583000647),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746742817,e80d81f3-4b56-5d96-8706-93b9f2f88374,POINT (0.3505312 47.4504519000647),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746745017,90628c8d-a62d-50a8-9e8c-44bd224088c0,POINT (0.3499446 47.4506927000647),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746712518,afe8955b-330a-538f-9e8d-38e3c63011d9,POINT (0.3523619 47.4513411000645),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746718917,d7d62298-d018-5d2d-b0f7-b93581e222a7,POINT (0.3522165 47.4514077000645),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746700817,90242f91-595c-530e-8404-c193176c92b1,POINT (0.352849 47.4521964000643),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746707617,3d137974-a198-5cb9-bad9-6608288672a6,POINT (0.35259 47.4519110000644),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746698817,632f4172-9183-5c92-a090-bf0d64aa86aa,POINT (0.3531778 47.4525419000643),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746671918,45b4a2e7-faa0-5bd7-a9d7-c5f49e71e103,POINT (0.3534558 47.4528116000642),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746680617,247f8b85-c395-51e3-bcfa-80da364dc212,POINT (0.3537928 47.4531342000641),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746515617,70029e62-5aa8-5887-af3a-1c6e3f032951,POINT (0.3632939 47.4526162000642),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,pin,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746494618,c31559b9-b799-528c-961b-280d84792dbc,POINT (0.3627583 47.453465500064),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746494617,9ab76779-d49b-53ac-b598-3e1aa7867581,POINT (0.363174 47.453491000064),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746489717,5fbfbe4e-adbc-55f0-ac60-977be0f3a52c,POINT (0.3646014 47.453604800064),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746316151,98d33e9a-52b0-507a-8bfb-c7499f15c481,POINT (0.3636096 47.453522400064),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746489718,d8c6feb4-157e-5c35-a577-a6417a087c1f,POINT (0.3640537 47.453558900064),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736399124,4ac1e19a-65a9-57cb-a64c-44ee9144f615,POINT (0.3635291 47.4479653000653),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,pin,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736399427,f8a01b82-4719-5f33-b958-548a335916e2,POINT (0.3633341 47.449029200065),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,pin,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746554508,727599e7-af77-5276-98c1-0e88b95b4cef,POINT (0.3630745 47.4508679000646),power,pole,APPUI,POTEAU BETON ,,beton,,,,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736399426,4096b666-da49-544b-a28a-35c85a63ce5b,POINT (0.3631794 47.4498882000648),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,pin,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736500217,f95be776-4598-5800-88d7-24916afe3a2e,POINT (0.3607578 47.4481465000652),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736504135,49bdc458-0104-5262-87e7-eebd6622ec6b,POINT (0.362406 47.4478314000653),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736502956,0b65e672-3871-5eb6-9d94-5e73831b569f,POINT (0.3619398 47.4476138000653),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736502922,18065f64-af94-5f8f-96a4-3faf1830f3d3,POINT (0.3614459 47.4476942000653),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736482618,57df664f-7e83-503e-bb6d-072774005a79,POINT (0.3606805 47.4477402000653),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736487417,409b2a30-168b-571d-8da6-916338937676,POINT (0.3601623 47.4475660000653),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8746465017,a7b72137-41f3-566f-8a5a-768c1a372f55,POINT (0.3598442 47.4475257000654),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736482617,877aaee5-0c65-586f-815f-f8991a67c260,POINT (0.3594466 47.4476334000653),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,yes,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736418824,69bf17cd-efc0-5692-b39a-b9cb7cce7505,POINT (0.3608026 47.4454230000658),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736400088,8c711ba2-fd51-56e1-afca-08fdb99f89e5,POINT (0.3625723 47.4462359000656),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736447417,1d2c292c-95b3-5076-972e-c99efe26049e,POINT (0.3639535 47.4467661000655),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736418825,af43cdb8-04ac-5e4a-8107-23283d5fa811,POINT (0.363736 47.4467638000655),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736382817,9e90dfdd-f3b2-5c84-a378-3a0fa12d9de1,POINT (0.363591 47.4475859000654),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,37081ER073,anchor,,yes,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8740097382,1693796a-6b35-5cae-8691-a6cfccb071d3,POINT (0.3653171 47.4467485000655),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8740082936,6aa1adfa-9cf7-51d5-8156-84ac58475643,POINT (0.3669428 47.4467391000656),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8736418058,2dcb1daa-a9f5-5562-956a-fca197b6babd,POINT (0.3592838 47.444739500066),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8742534417,4142d24a-1a22-5b98-ab27-a2a7214a401c,POINT (0.3741432 47.4443645000661),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8742540217,98153ecb-2f1d-5e83-8d14-67ceb97ead41,POINT (0.3748009 47.4441203000661),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8742544017,0295d766-9129-55b6-9257-1eac34d6464f,POINT (0.3755764 47.4439342000662),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8731154918,66c1777a-404e-56d4-ac98-bc43caade525,POINT (0.3811656 47.4412630000668),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8733081227,f9aedd8b-67ae-57db-aad4-9122c5e39a40,POINT (0.3809148 47.4413343000667),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8731434817,9e816da0-112e-56b3-9672-0d6c420f1940,POINT (0.3837475 47.4404957000669),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,yes,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8731438717,bc73fd7c-e7b5-5ead-b9f3-7b41638809b9,POINT (0.3842037 47.4398420000671),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,yes,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8742897417,3efbc178-ffc6-5e2c-8e15-8e815fe77477,POINT (0.3856919 47.4399406000671),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757375918,a4fcd1a2-f65e-52ae-b309-9e01c092297d,POINT (0.3963975 47.4406352000669),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757346918,536c1133-3880-5586-9953-ecb41b01b1c8,POINT (0.398332 47.4407652000669),power,pole,APPUI,,Enedis,,,,anchor,,yes,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757371917,587a7781-ed22-59cd-838a-564abe571b24,POINT (0.3983355 47.4407524000669),power,pole,APPUI,,Enedis,,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8756217217,2fcdac70-c900-5806-836f-fc26a41dc0e4,POINT (0.3983371 47.4411606000668),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757324518,c4db64dc-84e8-5f70-8d87-cd9407613deb,POINT (0.4021299 47.4388488000673),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757336317,53e1c769-9b23-564c-945d-79ad618b1564,POINT (0.4025976 47.4391965000672),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757318517,75687565-9b2f-5123-adb9-bfae7ef87d06,POINT (0.4036449 47.439980300067),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757330617,13aa0aeb-54fb-5d86-988e-ad60f067dcf1,POINT (0.40311 47.4395786000671),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757323920,9db9f391-22dc-5ffc-a61e-ab32ec43b2db,POINT (0.4029176 47.4408339000668),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757325618,41a8adbe-64da-5203-aa24-330c06218f7f,POINT (0.4033639 47.440334600067),power,pole,APPUI,POTEAU METAL ,Enedis,acier,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757318519,55cecc87-bbfa-5a3a-8f05-a0f7e73293a6,POINT (0.4045934 47.4414845000667),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757325617,eee80313-2ae0-5690-93fe-40bb107a333f,POINT (0.4038881 47.4414337000667),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757323918,8b347b2f-8251-57bc-8645-f711318aab96,POINT (0.4032008 47.4413874000667),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757320717,e6f10403-02a7-57fd-9abc-703a918b4891,POINT (0.4025115 47.4413605000668),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,split,yes,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757324517,bd49292b-3581-5d76-9079-9095dbc0252a,POINT (0.4021869 47.4415334000667),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757322617,d3bddea3-1be5-566c-86ce-62dcc51f02f2,POINT (0.4012884 47.4419368000666),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757323917,d576b625-1642-5013-b4cc-8119ad37e624,POINT (0.401808 47.4417189000667),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8739872511,7f676d17-cd1c-5fad-9745-1c96cfcb447e,POINT (0.3805612 47.449032700065),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8742931018,dff465a1-7774-5403-aa4d-ac2b6befd466,POINT (0.3920959 47.4418409000666),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,anchor,,yes,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8757375917,7c995346-669a-5e71-b246-f4da03f3d171,POINT (0.394256 47.4404916000669),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8742931017,5288fffb-d3fe-58ee-8197-435fb83a0fcc,POINT (0.3926036 47.440390100067),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8742924018,69c8ac57-ec42-56c0-a4c0-fe3450e67908,POINT (0.3923361 47.4411326000668),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8742899617,0155b3f6-ac79-5c18-85b5-c0cb66b84c64,POINT (0.3887379 47.440134400067),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8742924017,261951d4-16aa-54e1-8d78-5a7aa3e865e1,POINT (0.3901942 47.440233900067),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
"""datastore"".""appuiscommuns"".""osmgeodatamine_powsupp__appuiscommuns_supportaerien""",osmgeodatamine_powersupports_extract,node/8742901917,074d89cb-a4ae-5d49-98dd-d391bd634979,POINT (0.3872466 47.440040600067),power,pole,APPUI,POTEAU BETON ,Enedis,beton,,,suspension,,,37081,37081,37081,Cléré-les-Pins,Cléré-les-Pins
